'sample interval','ABPmean','ABPsys','ABPdias','C.O.','HR','PAPmean','PAPsys','PAPdias','PULSE','RESP','SpO2','Tblood'
2741,82.000,122.000,63.000,9.490,87.000,25.000,33.000,18.000,88.000,19.000,96.000,36.800
2742,82.000,121.000,64.000,9.490,88.000,24.000,33.000,16.000,88.000,20.000,96.000,36.800
2743,81.000,121.000,63.000,9.490,88.000,24.000,33.000,16.000,87.000,22.000,96.000,36.800
2744,81.000,120.000,63.000,9.490,88.000,24.000,32.000,16.000,87.000,22.000,96.000,36.800
2745,81.000,120.000,63.000,9.490,88.000,25.000,33.000,18.000,86.000,22.000,96.000,36.800
2746,81.000,120.000,63.000,9.490,87.000,25.000,34.000,15.000,86.000,21.000,96.000,36.800
2747,80.000,119.000,63.000,9.490,87.000,24.000,33.000,13.000,86.000,19.000,96.000,36.800
2748,80.000,118.000,62.000,9.490,86.000,24.000,33.000,14.000,86.000,22.000,96.000,36.800
2749,79.000,118.000,62.000,9.490,86.000,24.000,33.000,15.000,85.000,21.000,96.000,36.800
2750,79.000,118.000,62.000,9.490,86.000,24.000,34.000,14.000,85.000,20.000,96.000,36.800
2751,79.000,118.000,61.000,9.490,86.000,24.000,33.000,12.000,85.000,20.000,96.000,36.800
2752,78.000,117.000,61.000,9.490,85.000,24.000,33.000,13.000,84.000,20.000,96.000,36.800
2753,78.000,117.000,60.000,9.490,85.000,24.000,33.000,14.000,84.000,20.000,96.000,36.800
2754,78.000,117.000,60.000,9.490,85.000,24.000,33.000,14.000,84.000,20.000,96.000,36.800
2755,78.000,116.000,60.000,9.490,85.000,24.000,33.000,14.000,84.000,20.000,96.000,36.800
2756,78.000,116.000,60.000,9.490,85.000,24.000,32.000,15.000,84.000,19.000,96.000,36.800
2757,78.000,117.000,60.000,9.490,85.000,24.000,32.000,16.000,85.000,19.000,96.000,36.800
2758,79.000,118.000,61.000,9.490,85.000,26.000,34.000,18.000,85.000,19.000,96.000,36.800
2759,79.000,118.000,61.000,9.490,85.000,25.000,33.000,17.000,86.000,19.000,96.000,36.800
2760,79.000,118.000,61.000,9.490,86.000,25.000,33.000,17.000,86.000,19.000,96.000,36.800
2761,79.000,118.000,61.000,9.490,86.000,25.000,32.000,17.000,86.000,19.000,96.000,36.800
2762,79.000,119.000,61.000,9.490,87.000,25.000,33.000,18.000,87.000,19.000,96.000,36.800
2763,79.000,120.000,61.000,9.490,87.000,24.000,32.000,17.000,87.000,20.000,96.000,36.800
2764,79.000,120.000,61.000,9.490,87.000,24.000,31.000,16.000,87.000,21.000,96.000,36.800
2765,80.000,120.000,61.000,9.490,87.000,24.000,31.000,16.000,86.000,21.000,96.000,36.800
2766,80.000,121.000,62.000,9.490,87.000,24.000,33.000,18.000,86.000,21.000,96.000,36.800
2767,80.000,121.000,62.000,9.490,87.000,23.000,32.000,14.000,86.000,20.000,96.000,36.800
2768,80.000,121.000,62.000,9.490,87.000,23.000,32.000,14.000,86.000,19.000,96.000,36.800
2769,80.000,121.000,62.000,9.490,87.000,23.000,32.000,15.000,86.000,18.000,96.000,36.800
2770,80.000,121.000,62.000,9.490,87.000,24.000,33.000,17.000,86.000,17.000,96.000,36.800
2771,81.000,121.000,62.000,9.490,87.000,24.000,33.000,17.000,86.000,16.000,96.000,36.800
2772,80.000,121.000,62.000,9.490,87.000,23.000,33.000,15.000,86.000,15.000,96.000,36.800
2773,80.000,120.000,62.000,9.490,87.000,23.000,32.000,15.000,86.000,16.000,96.000,36.800
2774,80.000,120.000,62.000,9.490,87.000,24.000,33.000,17.000,86.000,16.000,96.000,36.800
2775,80.000,120.000,62.000,9.490,86.000,24.000,33.000,16.000,86.000,17.000,96.000,36.800
2776,79.000,119.000,62.000,9.490,86.000,23.000,33.000,14.000,86.000,17.000,96.000,36.800
2777,79.000,119.000,61.000,9.490,86.000,23.000,32.000,15.000,86.000,16.000,96.000,36.800
2778,79.000,118.000,61.000,9.490,86.000,24.000,32.000,15.000,85.000,16.000,96.000,36.800
2779,79.000,118.000,61.000,9.490,86.000,24.000,33.000,17.000,85.000,16.000,96.000,36.800
2780,79.000,118.000,61.000,9.490,86.000,23.000,32.000,14.000,85.000,19.000,96.000,36.800
2781,78.000,117.000,61.000,9.490,85.000,23.000,32.000,14.000,85.000,22.000,96.000,36.800
2782,79.000,118.000,61.000,9.490,85.000,24.000,32.000,15.000,85.000,22.000,96.000,36.800
2783,79.000,118.000,61.000,9.490,86.000,24.000,32.000,16.000,85.000,22.000,96.000,36.800
2784,79.000,118.000,61.000,9.490,86.000,23.000,32.000,14.000,86.000,23.000,96.000,36.800
2785,79.000,118.000,61.000,9.490,86.000,23.000,32.000,14.000,86.000,23.000,96.000,36.800
2786,79.000,118.000,61.000,9.490,86.000,24.000,32.000,15.000,86.000,36.000,96.000,36.800
2787,79.000,119.000,61.000,9.490,86.000,24.000,32.000,16.000,86.000,35.000,96.000,36.800
2788,79.000,119.000,61.000,9.490,86.000,22.000,31.000,12.000,87.000,34.000,96.000,36.800
2789,79.000,119.000,61.000,9.490,87.000,23.000,31.000,12.000,87.000,34.000,96.000,36.800
2790,79.000,118.000,61.000,9.490,87.000,23.000,31.000,14.000,87.000,34.000,96.000,36.800
2791,79.000,119.000,61.000,9.490,87.000,24.000,33.000,18.000,87.000,34.000,96.000,36.800
2792,79.000,119.000,61.000,9.490,87.000,24.000,33.000,17.000,87.000,34.000,96.000,36.800
2793,79.000,119.000,61.000,9.490,87.000,23.000,32.000,15.000,87.000,29.000,96.000,36.800
2794,79.000,119.000,61.000,9.490,87.000,23.000,32.000,15.000,86.000,33.000,96.000,36.800
2795,80.000,120.000,61.000,9.490,87.000,24.000,33.000,17.000,86.000,32.000,96.000,36.800
2796,80.000,120.000,62.000,9.490,87.000,24.000,33.000,17.000,86.000,29.000,96.000,36.800
2797,80.000,120.000,62.000,9.490,87.000,23.000,32.000,14.000,86.000,29.000,96.000,36.800
2798,80.000,120.000,62.000,9.490,87.000,23.000,32.000,15.000,86.000,35.000,96.000,36.800
2799,80.000,120.000,62.000,9.490,87.000,24.000,32.000,16.000,86.000,35.000,96.000,36.800
2800,80.000,120.000,62.000,9.490,87.000,24.000,33.000,15.000,86.000,34.000,96.000,36.800
2801,80.000,120.000,62.000,9.490,87.000,23.000,32.000,13.000,86.000,31.000,96.000,36.800
2802,79.000,119.000,62.000,9.490,87.000,23.000,32.000,13.000,86.000,31.000,96.000,36.800
2803,79.000,119.000,61.000,9.490,86.000,24.000,33.000,16.000,86.000,31.000,96.000,36.800
2804,79.000,119.000,61.000,9.490,86.000,24.000,33.000,16.000,86.000,31.000,96.000,36.800
2805,79.000,119.000,61.000,9.490,86.000,23.000,32.000,15.000,86.000,29.000,96.000,36.800
2806,78.000,118.000,61.000,9.490,86.000,23.000,31.000,15.000,86.000,36.000,96.000,36.800
2807,78.000,117.000,60.000,9.490,86.000,23.000,31.000,15.000,85.000,36.000,96.000,36.800
2808,78.000,117.000,60.000,9.490,86.000,25.000,33.000,18.000,85.000,35.000,96.000,36.800
2809,78.000,117.000,60.000,9.490,85.000,25.000,33.000,18.000,85.000,30.000,96.000,36.800
2810,77.000,115.000,59.000,9.490,85.000,24.000,32.000,16.000,85.000,34.000,96.000,36.800
2811,77.000,115.000,59.000,9.490,85.000,24.000,32.000,16.000,85.000,34.000,96.000,36.800
2812,77.000,115.000,59.000,9.490,85.000,24.000,33.000,16.000,85.000,33.000,96.000,36.800
2813,77.000,115.000,59.000,9.490,85.000,24.000,33.000,16.000,85.000,30.000,96.000,36.800
2814,76.000,114.000,59.000,9.490,85.000,23.000,32.000,14.000,85.000,28.000,96.000,36.800
2815,76.000,114.000,59.000,9.490,85.000,24.000,31.000,15.000,85.000,29.000,96.000,36.800
2816,77.000,115.000,59.000,9.490,86.000,24.000,32.000,17.000,86.000,28.000,96.000,36.800
2817,77.000,115.000,59.000,9.490,86.000,24.000,32.000,16.000,86.000,29.000,96.000,36.800
2818,77.000,115.000,59.000,9.490,86.000,23.000,31.000,12.000,87.000,29.000,96.000,36.800
2819,77.000,115.000,59.000,9.490,86.000,23.000,31.000,14.000,87.000,29.000,96.000,36.800
2820,77.000,115.000,59.000,9.490,86.000,24.000,33.000,18.000,87.000,29.000,96.000,36.800
2821,77.000,116.000,59.000,9.490,87.000,24.000,33.000,17.000,87.000,28.000,96.000,36.800
2822,77.000,115.000,59.000,9.490,88.000,23.000,32.000,13.000,87.000,27.000,96.000,36.800
2823,77.000,115.000,59.000,9.490,88.000,23.000,31.000,14.000,87.000,26.000,96.000,36.800
2824,77.000,115.000,59.000,9.490,88.000,24.000,33.000,17.000,87.000,26.000,96.000,36.800
2825,78.000,116.000,59.000,9.490,88.000,24.000,33.000,17.000,88.000,25.000,96.000,36.800
2826,77.000,116.000,59.000,9.490,88.000,24.000,33.000,15.000,88.000,25.000,96.000,36.800
2827,77.000,115.000,59.000,9.490,88.000,23.000,32.000,16.000,88.000,27.000,96.000,36.800
2828,78.000,116.000,59.000,9.490,88.000,24.000,33.000,17.000,88.000,26.000,96.000,36.800
2829,78.000,116.000,60.000,9.490,88.000,24.000,33.000,14.000,88.000,25.000,96.000,36.800
2830,78.000,115.000,60.000,9.490,88.000,24.000,33.000,13.000,88.000,24.000,96.000,36.800
2831,77.000,115.000,60.000,9.490,88.000,24.000,32.000,13.000,88.000,26.000,96.000,36.800
2832,77.000,115.000,59.000,9.490,88.000,24.000,32.000,15.000,88.000,26.000,96.000,36.800
2833,78.000,115.000,60.000,9.490,88.000,24.000,32.000,16.000,88.000,26.000,96.000,36.800
2834,78.000,115.000,60.000,9.490,88.000,24.000,32.000,15.000,88.000,26.000,96.000,36.800
2835,78.000,115.000,60.000,9.490,88.000,24.000,32.000,15.000,88.000,22.000,96.000,36.800
2836,78.000,115.000,60.000,9.490,88.000,24.000,31.000,16.000,88.000,22.000,96.000,36.800
2837,78.000,116.000,60.000,9.490,88.000,24.000,32.000,16.000,88.000,21.000,96.000,36.800
2838,78.000,116.000,60.000,9.490,88.000,24.000,32.000,17.000,88.000,20.000,96.000,36.800
2839,78.000,116.000,60.000,9.490,88.000,23.000,31.000,13.000,88.000,19.000,96.000,36.800
2840,78.000,116.000,60.000,9.490,88.000,23.000,31.000,14.000,88.000,21.000,96.000,36.800
2841,78.000,116.000,60.000,9.490,88.000,24.000,33.000,16.000,88.000,21.000,96.000,36.800
2842,78.000,116.000,60.000,9.490,88.000,24.000,33.000,14.000,88.000,21.000,96.000,36.800
2843,78.000,116.000,60.000,9.490,88.000,23.000,32.000,11.000,88.000,23.000,96.000,36.800
2844,78.000,116.000,60.000,9.490,89.000,23.000,31.000,14.000,88.000,25.000,96.000,36.800
2845,78.000,117.000,60.000,9.490,89.000,24.000,32.000,15.000,88.000,24.000,96.000,36.800
2846,79.000,118.000,60.000,9.490,89.000,24.000,33.000,14.000,88.000,23.000,96.000,36.800
2847,78.000,118.000,60.000,9.490,89.000,24.000,32.000,13.000,88.000,22.000,96.000,36.800
2848,78.000,117.000,60.000,9.490,88.000,23.000,31.000,15.000,88.000,21.000,96.000,36.800
2849,78.000,117.000,60.000,9.490,88.000,24.000,31.000,15.000,87.000,20.000,96.000,36.800
2850,78.000,118.000,60.000,9.490,88.000,24.000,33.000,17.000,87.000,19.000,96.000,36.800
2851,78.000,117.000,60.000,9.490,88.000,23.000,32.000,15.000,87.000,18.000,96.000,36.800
2852,77.000,116.000,60.000,9.490,88.000,23.000,31.000,15.000,87.000,17.000,96.000,36.800
2853,77.000,116.000,59.000,9.490,87.000,23.000,31.000,15.000,86.000,16.000,96.000,36.800
2854,77.000,116.000,59.000,9.490,87.000,24.000,33.000,17.000,86.000,15.000,96.000,36.800
2855,77.000,115.000,59.000,9.490,87.000,23.000,32.000,14.000,86.000,25.000,96.000,36.800
2856,77.000,115.000,59.000,9.490,86.000,23.000,31.000,15.000,85.000,16.000,96.000,36.800
2857,76.000,115.000,58.000,9.490,86.000,23.000,31.000,15.000,85.000,16.000,96.000,36.800
2858,77.000,115.000,58.000,9.490,86.000,24.000,33.000,16.000,85.000,15.000,96.000,36.800
2859,77.000,116.000,59.000,9.490,86.000,24.000,33.000,16.000,85.000,14.000,96.000,36.800
2860,76.000,115.000,58.000,9.490,86.000,23.000,32.000,13.000,86.000,16.000,96.000,36.800
2861,76.000,115.000,58.000,9.490,86.000,23.000,32.000,14.000,86.000,16.000,96.000,36.800
2862,76.000,116.000,58.000,9.490,86.000,24.000,33.000,16.000,86.000,16.000,96.000,36.800
2863,77.000,116.000,58.000,9.490,86.000,23.000,32.000,15.000,86.000,16.000,96.000,36.800
2864,77.000,116.000,58.000,9.490,86.000,23.000,32.000,15.000,86.000,16.000,96.000,36.800
2865,77.000,117.000,58.000,9.490,86.000,23.000,31.000,15.000,86.000,16.000,96.000,36.800
2866,77.000,117.000,59.000,9.490,86.000,24.000,32.000,16.000,86.000,16.000,96.000,36.800
2867,77.000,118.000,59.000,9.490,86.000,23.000,32.000,15.000,86.000,16.000,96.000,36.800
2868,77.000,118.000,59.000,9.490,86.000,23.000,32.000,15.000,86.000,16.000,96.000,36.800
2869,77.000,117.000,59.000,9.490,86.000,23.000,31.000,15.000,86.000,14.000,96.000,36.800
2870,77.000,117.000,59.000,9.490,86.000,23.000,31.000,15.000,86.000,14.000,96.000,36.800
2871,77.000,118.000,59.000,9.490,86.000,25.000,32.000,18.000,86.000,14.000,96.000,36.800
2872,77.000,118.000,59.000,9.490,86.000,24.000,32.000,17.000,86.000,14.000,96.000,36.800
2873,77.000,118.000,59.000,9.490,86.000,24.000,31.000,16.000,85.000,14.000,96.000,36.800
2874,77.000,118.000,59.000,9.490,86.000,24.000,31.000,16.000,85.000,14.000,96.000,36.800
2875,78.000,118.000,59.000,9.490,86.000,24.000,32.000,17.000,85.000,14.000,96.000,36.800
2876,78.000,118.000,60.000,9.490,86.000,24.000,32.000,16.000,85.000,14.000,96.000,36.800
2877,78.000,118.000,60.000,9.490,86.000,24.000,31.000,16.000,85.000,14.000,96.000,36.800
2878,78.000,119.000,60.000,9.490,86.000,24.000,31.000,16.000,86.000,14.000,96.000,36.800
2879,78.000,119.000,60.000,9.490,86.000,24.000,31.000,17.000,86.000,14.000,96.000,36.800
2880,79.000,120.000,61.000,9.490,86.000,24.000,31.000,16.000,86.000,14.000,96.000,36.800
2881,78.000,119.000,61.000,9.490,87.000,24.000,31.000,16.000,86.000,13.000,96.000,36.800
2882,78.000,119.000,60.000,9.490,87.000,23.000,31.000,16.000,86.000,13.000,96.000,36.800
2883,78.000,119.000,61.000,9.490,87.000,24.000,31.000,16.000,86.000,13.000,96.000,36.800
2884,78.000,119.000,61.000,9.490,87.000,24.000,31.000,16.000,86.000,13.000,96.000,36.800
2885,78.000,118.000,60.000,9.490,87.000,24.000,31.000,16.000,86.000,13.000,96.000,36.800
2886,78.000,117.000,60.000,9.490,87.000,23.000,31.000,16.000,86.000,16.000,96.000,36.800
2887,78.000,117.000,60.000,9.490,86.000,24.000,33.000,18.000,86.000,16.000,96.000,36.800
2888,77.000,117.000,60.000,9.490,86.000,23.000,32.000,15.000,86.000,16.000,96.000,36.800
2889,77.000,117.000,60.000,9.490,86.000,23.000,32.000,15.000,86.000,16.000,96.000,36.800
2890,77.000,116.000,59.000,9.490,86.000,23.000,31.000,15.000,86.000,14.000,96.000,36.800
2891,77.000,116.000,59.000,9.490,86.000,24.000,32.000,17.000,86.000,14.000,96.000,36.800
2892,77.000,116.000,59.000,9.490,86.000,24.000,33.000,14.000,86.000,15.000,96.000,36.800
2893,76.000,115.000,59.000,9.490,86.000,23.000,32.000,13.000,86.000,16.000,96.000,36.800
2894,76.000,115.000,59.000,9.490,86.000,24.000,33.000,17.000,86.000,19.000,96.000,36.800
2895,76.000,115.000,59.000,9.490,86.000,24.000,33.000,16.000,86.000,18.000,96.000,36.800
2896,76.000,115.000,58.000,9.490,86.000,24.000,33.000,16.000,86.000,17.000,96.000,36.800
2897,75.000,114.000,58.000,9.490,86.000,22.000,31.000,12.000,85.000,19.000,96.000,36.800
2898,75.000,114.000,58.000,9.490,86.000,23.000,31.000,13.000,85.000,22.000,96.000,36.800
2899,75.000,114.000,58.000,9.490,86.000,24.000,33.000,15.000,86.000,21.000,96.000,36.800
2900,75.000,114.000,58.000,9.490,86.000,23.000,32.000,15.000,86.000,20.000,96.000,36.800
2901,75.000,113.000,57.000,9.490,86.000,23.000,32.000,14.000,86.000,23.000,96.000,36.800
2902,75.000,113.000,57.000,9.490,86.000,23.000,31.000,14.000,86.000,23.000,96.000,36.800
2903,75.000,114.000,57.000,9.490,86.000,24.000,33.000,16.000,86.000,23.000,96.000,36.800
2904,75.000,114.000,58.000,9.490,86.000,23.000,33.000,15.000,86.000,25.000,96.000,36.800
2905,75.000,114.000,58.000,9.490,86.000,23.000,32.000,14.000,86.000,30.000,96.000,36.800
2906,75.000,114.000,58.000,9.490,87.000,23.000,31.000,14.000,86.000,30.000,96.000,36.800
2907,76.000,115.000,58.000,9.490,87.000,23.000,32.000,15.000,86.000,29.000,96.000,36.800
2908,76.000,115.000,58.000,9.490,87.000,23.000,32.000,15.000,86.000,28.000,96.000,36.800
2909,76.000,115.000,58.000,9.490,87.000,22.000,30.000,12.000,86.000,28.000,96.000,36.800
2910,76.000,116.000,58.000,9.490,87.000,22.000,30.000,12.000,86.000,28.000,96.000,36.800
2911,75.000,115.000,58.000,9.490,87.000,23.000,32.000,14.000,86.000,28.000,96.000,36.800
2912,76.000,115.000,58.000,9.490,87.000,23.000,32.000,14.000,86.000,28.000,96.000,36.800
2913,76.000,115.000,58.000,9.490,87.000,22.000,31.000,12.000,81.000,28.000,96.000,36.800
2914,76.000,115.000,58.000,9.490,87.000,23.000,30.000,14.000,81.000,23.000,96.000,36.800
2915,76.000,115.000,58.000,9.490,87.000,24.000,32.000,16.000,82.000,23.000,96.000,36.800
2916,77.000,115.000,59.000,9.490,87.000,23.000,32.000,16.000,82.000,23.000,96.000,36.800
2917,77.000,115.000,59.000,9.490,87.000,22.000,31.000,12.000,82.000,20.000,96.000,36.800
2918,76.000,115.000,59.000,9.490,87.000,22.000,30.000,14.000,82.000,22.000,96.000,36.700
2919,76.000,115.000,59.000,9.490,87.000,23.000,31.000,14.000,86.000,22.000,96.000,36.700
2920,77.000,116.000,59.000,9.490,87.000,23.000,31.000,15.000,86.000,21.000,96.000,36.800
2921,77.000,116.000,59.000,9.490,87.000,23.000,31.000,14.000,85.000,24.000,96.000,36.800
2922,76.000,116.000,59.000,9.490,86.000,23.000,30.000,15.000,85.000,26.000,96.000,36.800
2923,76.000,116.000,59.000,9.490,86.000,23.000,31.000,15.000,85.000,26.000,96.000,36.800
2924,76.000,116.000,59.000,9.490,86.000,24.000,32.000,17.000,85.000,25.000,96.000,36.800
2925,76.000,116.000,58.000,9.490,86.000,23.000,32.000,15.000,85.000,24.000,96.000,36.800
2926,76.000,115.000,58.000,9.490,86.000,23.000,31.000,15.000,85.000,22.000,96.000,36.800
2927,76.000,116.000,58.000,9.490,86.000,23.000,31.000,15.000,85.000,22.000,96.000,36.800
2928,77.000,117.000,58.000,9.490,86.000,24.000,33.000,14.000,86.000,22.000,96.000,36.800
2929,77.000,117.000,58.000,9.490,86.000,24.000,32.000,14.000,86.000,22.000,96.000,36.800
2930,77.000,117.000,58.000,9.490,87.000,23.000,32.000,13.000,87.000,22.000,96.000,36.800
2931,77.000,117.000,58.000,9.490,87.000,23.000,31.000,14.000,87.000,22.000,96.000,36.800
2932,77.000,118.000,59.000,9.490,87.000,24.000,32.000,16.000,87.000,22.000,96.000,36.800
2933,77.000,118.000,59.000,9.490,87.000,24.000,32.000,15.000,87.000,22.000,96.000,36.800
2934,77.000,118.000,59.000,9.490,88.000,22.000,31.000,14.000,87.000,22.000,96.000,36.800
2935,77.000,118.000,59.000,9.490,88.000,22.000,31.000,14.000,87.000,22.000,96.000,36.800
2936,78.000,120.000,60.000,9.490,88.000,23.000,31.000,16.000,88.000,22.000,96.000,36.800
2937,79.000,121.000,60.000,9.490,88.000,23.000,32.000,15.000,88.000,22.000,96.000,36.800
2938,80.000,122.000,61.000,9.490,88.000,22.000,31.000,12.000,88.000,22.000,95.000,36.800
2939,80.000,122.000,61.000,9.490,88.000,23.000,31.000,14.000,88.000,22.000,95.000,36.800
2940,81.000,124.000,62.000,9.490,88.000,24.000,33.000,17.000,88.000,22.000,95.000,36.800
2941,82.000,124.000,63.000,9.490,89.000,24.000,33.000,16.000,88.000,22.000,95.000,36.800
2942,82.000,124.000,63.000,9.490,89.000,23.000,32.000,15.000,89.000,22.000,95.000,36.800
2943,82.000,124.000,63.000,9.490,89.000,23.000,32.000,15.000,89.000,19.000,95.000,36.800
2944,82.000,124.000,64.000,9.490,89.000,24.000,32.000,15.000,89.000,19.000,95.000,36.800
2945,83.000,125.000,64.000,9.490,89.000,24.000,32.000,15.000,89.000,19.000,95.000,36.800
2946,83.000,125.000,65.000,9.490,89.000,24.000,32.000,16.000,88.000,19.000,95.000,36.800
2947,83.000,125.000,65.000,9.490,88.000,24.000,32.000,17.000,88.000,19.000,95.000,36.800
2948,83.000,125.000,64.000,9.490,88.000,25.000,32.000,18.000,87.000,18.000,95.000,36.800
2949,83.000,125.000,64.000,9.490,88.000,25.000,32.000,18.000,87.000,18.000,95.000,36.800
2950,83.000,125.000,65.000,9.490,88.000,24.000,32.000,15.000,87.000,20.000,95.000,36.800
2951,83.000,126.000,65.000,9.490,88.000,24.000,33.000,15.000,88.000,23.000,95.000,36.800
2952,83.000,127.000,64.000,9.490,88.000,24.000,33.000,14.000,88.000,22.000,95.000,36.800
2953,83.000,127.000,64.000,9.490,90.000,24.000,33.000,14.000,90.000,21.000,95.000,36.800
2954,83.000,127.000,64.000,9.490,90.000,24.000,32.000,14.000,91.000,30.000,95.000,36.800
2955,83.000,127.000,64.000,9.490,90.000,24.000,33.000,16.000,92.000,30.000,95.000,36.800
2956,84.000,127.000,64.000,9.490,91.000,26.000,33.000,18.000,92.000,29.000,95.000,36.800
2957,84.000,128.000,64.000,9.490,91.000,25.000,33.000,18.000,93.000,28.000,95.000,36.800
2958,84.000,127.000,64.000,9.490,93.000,25.000,33.000,16.000,93.000,30.000,95.000,36.800
2959,84.000,127.000,64.000,9.490,93.000,26.000,33.000,17.000,94.000,30.000,95.000,36.800
2960,84.000,127.000,65.000,9.490,94.000,26.000,33.000,18.000,95.000,30.000,95.000,36.800
2961,84.000,127.000,65.000,9.490,94.000,26.000,33.000,19.000,95.000,31.000,95.000,36.800
2962,84.000,126.000,64.000,9.490,95.000,26.000,33.000,17.000,95.000,29.000,95.000,36.800
2963,83.000,125.000,64.000,9.490,95.000,25.000,32.000,17.000,95.000,30.000,95.000,36.800
2964,83.000,125.000,64.000,9.490,96.000,28.000,35.000,22.000,95.000,30.000,95.000,36.800
2965,83.000,125.000,64.000,9.490,96.000,28.000,35.000,22.000,95.000,29.000,95.000,36.800
2966,83.000,123.000,64.000,9.490,96.000,27.000,33.000,19.000,95.000,28.000,95.000,36.800
2967,82.000,122.000,63.000,9.490,96.000,26.000,33.000,19.000,95.000,27.000,95.000,36.800
2968,83.000,123.000,63.000,9.490,96.000,26.000,33.000,19.000,95.000,27.000,95.000,36.800
2969,83.000,123.000,64.000,9.490,96.000,28.000,35.000,21.000,95.000,27.000,94.000,36.800
2970,83.000,123.000,64.000,9.490,96.000,26.000,33.000,15.000,96.000,27.000,94.000,36.800
2971,83.000,124.000,64.000,9.490,96.000,26.000,33.000,17.000,96.000,27.000,94.000,36.800
2972,84.000,124.000,65.000,9.490,96.000,26.000,33.000,18.000,96.000,27.000,94.000,36.800
2973,84.000,125.000,65.000,9.490,96.000,26.000,33.000,17.000,97.000,27.000,94.000,36.800
2974,85.000,124.000,66.000,9.490,97.000,26.000,33.000,17.000,97.000,26.000,94.000,36.800
2975,85.000,124.000,66.000,9.490,97.000,25.000,33.000,16.000,97.000,19.000,94.000,36.800
2976,85.000,124.000,66.000,9.490,97.000,26.000,33.000,17.000,97.000,19.000,94.000,36.800
2977,85.000,125.000,67.000,9.490,98.000,26.000,33.000,18.000,97.000,19.000,94.000,36.800
2978,86.000,125.000,67.000,9.490,98.000,25.000,33.000,16.000,97.000,19.000,94.000,36.800
2979,86.000,125.000,67.000,9.490,98.000,25.000,32.000,17.000,97.000,18.000,94.000,36.800
2980,86.000,125.000,67.000,9.490,98.000,26.000,32.000,18.000,97.000,18.000,94.000,36.800
2981,87.000,126.000,68.000,9.490,98.000,26.000,33.000,18.000,97.000,18.000,94.000,36.800
2982,87.000,126.000,68.000,9.490,98.000,26.000,33.000,16.000,97.000,18.000,94.000,36.800
2983,87.000,125.000,68.000,9.490,98.000,25.000,33.000,15.000,97.000,16.000,94.000,36.800
2984,87.000,125.000,68.000,9.490,98.000,25.000,33.000,16.000,97.000,16.000,94.000,36.800
2985,87.000,125.000,68.000,9.490,98.000,27.000,34.000,20.000,97.000,16.000,94.000,36.800
2986,87.000,125.000,68.000,9.490,98.000,27.000,34.000,20.000,97.000,16.000,94.000,36.800
2987,86.000,125.000,68.000,9.490,97.000,25.000,33.000,15.000,97.000,16.000,94.000,36.800
2988,86.000,124.000,68.000,9.490,97.000,26.000,33.000,16.000,96.000,16.000,94.000,36.800
2989,86.000,124.000,67.000,9.490,97.000,26.000,33.000,18.000,96.000,16.000,94.000,36.800
2990,86.000,124.000,67.000,9.490,97.000,26.000,33.000,16.000,96.000,16.000,94.000,36.800
2991,86.000,124.000,67.000,9.490,96.000,26.000,33.000,16.000,95.000,16.000,94.000,36.800
2992,86.000,124.000,67.000,9.490,96.000,25.000,33.000,15.000,95.000,15.000,94.000,36.800
2993,87.000,124.000,68.000,9.490,96.000,26.000,34.000,18.000,96.000,15.000,94.000,36.800
2994,87.000,125.000,68.000,9.490,96.000,26.000,35.000,15.000,96.000,15.000,94.000,36.800
2995,87.000,125.000,68.000,9.490,97.000,26.000,34.000,15.000,96.000,15.000,94.000,36.800
2996,87.000,125.000,68.000,9.490,97.000,26.000,33.000,18.000,97.000,14.000,94.000,36.800
2997,87.000,125.000,68.000,9.490,97.000,26.000,33.000,18.000,97.000,14.000,94.000,36.800
2998,87.000,126.000,68.000,9.490,97.000,26.000,34.000,18.000,97.000,14.000,94.000,36.800
2999,87.000,125.000,68.000,9.490,98.000,25.000,34.000,15.000,97.000,14.000,94.000,36.800
3000,87.000,125.000,68.000,9.490,98.000,25.000,33.000,15.000,97.000,14.000,94.000,36.800
3001,87.000,125.000,68.000,9.490,98.000,26.000,34.000,17.000,97.000,13.000,94.000,36.800
3002,88.000,126.000,69.000,9.490,98.000,26.000,35.000,17.000,97.000,12.000,94.000,36.800
3003,88.000,126.000,69.000,9.490,98.000,25.000,34.000,13.000,97.000,11.000,94.000,36.800
3004,88.000,126.000,68.000,9.490,98.000,25.000,34.000,14.000,97.000,16.000,94.000,36.800
3005,88.000,126.000,68.000,9.490,97.000,25.000,33.000,15.000,97.000,16.000,94.000,36.800
3006,88.000,126.000,69.000,9.490,97.000,26.000,34.000,16.000,97.000,16.000,94.000,36.800
3007,88.000,126.000,69.000,9.490,97.000,26.000,34.000,16.000,97.000,16.000,94.000,36.800
3008,87.000,125.000,68.000,9.490,97.000,25.000,33.000,16.000,96.000,17.000,94.000,36.800
3009,87.000,125.000,68.000,9.490,97.000,25.000,33.000,16.000,96.000,17.000,94.000,36.800
3010,87.000,125.000,68.000,9.490,97.000,25.000,33.000,16.000,96.000,17.000,94.000,36.800
3011,87.000,125.000,68.000,9.490,96.000,25.000,33.000,16.000,96.000,17.000,94.000,36.800
3012,86.000,125.000,67.000,9.490,96.000,25.000,33.000,15.000,96.000,16.000,94.000,36.800
3013,87.000,125.000,68.000,9.490,96.000,26.000,35.000,19.000,96.000,16.000,94.000,36.800
