'sample interval','ABPmean','ABPsys','ABPdias','CVP','HR','NBPmean','NBPsys','NBPdias','PULSE','RESP','SpO2'
9202,125.000,159.000,99.000,23.000,106.000,0.000,0.000,0.000,107.000,20.000,94.000
9203,125.000,159.000,99.000,23.000,106.000,0.000,0.000,0.000,107.000,22.000,94.000
9204,124.000,158.000,99.000,23.000,107.000,0.000,0.000,0.000,108.000,22.000,94.000
9205,124.000,157.000,98.000,22.000,107.000,0.000,0.000,0.000,108.000,22.000,94.000
9206,123.000,157.000,98.000,22.000,108.000,0.000,0.000,0.000,108.000,22.000,93.000
9207,123.000,156.000,97.000,22.000,108.000,0.000,0.000,0.000,109.000,22.000,93.000
9208,123.000,157.000,97.000,22.000,108.000,0.000,0.000,0.000,109.000,22.000,93.000
9209,123.000,157.000,97.000,22.000,109.000,0.000,0.000,0.000,109.000,20.000,93.000
9210,123.000,156.000,97.000,23.000,109.000,0.000,0.000,0.000,109.000,20.000,94.000
9211,123.000,156.000,97.000,24.000,109.000,0.000,0.000,0.000,109.000,20.000,94.000
9212,123.000,156.000,97.000,24.000,109.000,0.000,0.000,0.000,109.000,20.000,94.000
9213,123.000,156.000,98.000,25.000,109.000,0.000,0.000,0.000,109.000,18.000,94.000
9214,122.000,155.000,97.000,24.000,110.000,0.000,0.000,0.000,109.000,18.000,94.000
9215,122.000,155.000,97.000,23.000,110.000,0.000,0.000,0.000,109.000,18.000,94.000
9216,122.000,154.000,96.000,23.000,110.000,0.000,0.000,0.000,110.000,18.000,94.000
9217,121.000,154.000,96.000,23.000,111.000,0.000,0.000,0.000,110.000,18.000,95.000
9218,121.000,153.000,96.000,23.000,111.000,0.000,0.000,0.000,111.000,18.000,95.000
9219,121.000,153.000,96.000,23.000,111.000,0.000,0.000,0.000,111.000,18.000,95.000
9220,121.000,154.000,96.000,23.000,111.000,0.000,0.000,0.000,111.000,18.000,95.000
9221,121.000,154.000,96.000,23.000,111.000,0.000,0.000,0.000,111.000,18.000,95.000
9222,121.000,154.000,96.000,23.000,111.000,0.000,0.000,0.000,111.000,18.000,94.000
9223,121.000,154.000,96.000,23.000,111.000,0.000,0.000,0.000,109.000,17.000,94.000
9224,122.000,155.000,97.000,23.000,110.000,0.000,0.000,0.000,109.000,17.000,94.000
9225,123.000,156.000,98.000,23.000,110.000,0.000,0.000,0.000,109.000,18.000,94.000
9226,123.000,156.000,98.000,23.000,110.000,0.000,0.000,0.000,109.000,18.000,94.000
9227,123.000,156.000,98.000,24.000,110.000,0.000,0.000,0.000,109.000,18.000,94.000
9228,123.000,156.000,98.000,23.000,109.000,0.000,0.000,0.000,109.000,18.000,94.000
9229,123.000,156.000,98.000,23.000,109.000,0.000,0.000,0.000,109.000,18.000,93.000
9230,124.000,157.000,99.000,23.000,109.000,0.000,0.000,0.000,109.000,18.000,93.000
9231,124.000,157.000,99.000,23.000,108.000,0.000,0.000,0.000,108.000,17.000,93.000
9232,124.000,158.000,99.000,23.000,108.000,0.000,0.000,0.000,107.000,17.000,93.000
9233,124.000,158.000,99.000,23.000,108.000,0.000,0.000,0.000,107.000,19.000,93.000
9234,124.000,157.000,99.000,23.000,107.000,0.000,0.000,0.000,107.000,19.000,93.000
9235,123.000,157.000,98.000,24.000,107.000,0.000,0.000,0.000,107.000,22.000,93.000
9236,122.000,156.000,97.000,23.000,107.000,0.000,0.000,0.000,107.000,22.000,93.000
9237,122.000,156.000,97.000,23.000,107.000,0.000,0.000,0.000,107.000,23.000,93.000
9238,122.000,155.000,96.000,23.000,107.000,0.000,0.000,0.000,107.000,23.000,93.000
9239,121.000,154.000,96.000,23.000,107.000,0.000,0.000,0.000,107.000,23.000,93.000
9240,121.000,154.000,95.000,22.000,107.000,0.000,0.000,0.000,107.000,23.000,93.000
9241,120.000,153.000,95.000,22.000,107.000,0.000,0.000,0.000,108.000,23.000,93.000
9242,121.000,153.000,95.000,22.000,108.000,0.000,0.000,0.000,108.000,23.000,93.000
9243,121.000,154.000,95.000,23.000,108.000,0.000,0.000,0.000,108.000,22.000,93.000
9244,120.000,153.000,95.000,23.000,108.000,0.000,0.000,0.000,109.000,19.000,93.000
9245,120.000,152.000,95.000,22.000,109.000,0.000,0.000,0.000,109.000,19.000,93.000
9246,119.000,152.000,94.000,22.000,109.000,0.000,0.000,0.000,109.000,19.000,93.000
9247,119.000,151.000,94.000,23.000,109.000,0.000,0.000,0.000,109.000,19.000,93.000
9248,118.000,150.000,93.000,23.000,109.000,0.000,0.000,0.000,109.000,18.000,93.000
9249,117.000,150.000,93.000,23.000,109.000,0.000,0.000,0.000,108.000,18.000,93.000
9250,117.000,149.000,92.000,22.000,109.000,0.000,0.000,0.000,108.000,18.000,93.000
9251,117.000,149.000,92.000,22.000,109.000,0.000,0.000,0.000,108.000,18.000,93.000
9252,117.000,149.000,92.000,23.000,109.000,0.000,0.000,0.000,108.000,18.000,93.000
9253,117.000,149.000,92.000,23.000,109.000,0.000,0.000,0.000,108.000,17.000,93.000
9254,117.000,149.000,92.000,23.000,109.000,0.000,0.000,0.000,108.000,17.000,93.000
9255,118.000,150.000,93.000,23.000,109.000,0.000,0.000,0.000,108.000,17.000,93.000
9256,118.000,150.000,93.000,23.000,109.000,0.000,0.000,0.000,108.000,18.000,93.000
9257,117.000,149.000,93.000,23.000,108.000,0.000,0.000,0.000,108.000,18.000,93.000
9258,117.000,149.000,93.000,23.000,108.000,0.000,0.000,0.000,108.000,19.000,93.000
9259,118.000,149.000,94.000,23.000,108.000,0.000,0.000,0.000,108.000,20.000,93.000
9260,118.000,150.000,94.000,24.000,108.000,0.000,0.000,0.000,108.000,20.000,93.000
9261,119.000,151.000,94.000,23.000,108.000,0.000,0.000,0.000,108.000,20.000,93.000
9262,120.000,152.000,95.000,23.000,108.000,0.000,0.000,0.000,108.000,20.000,93.000
9263,120.000,152.000,96.000,24.000,108.000,0.000,0.000,0.000,108.000,25.000,93.000
9264,121.000,153.000,96.000,23.000,108.000,0.000,0.000,0.000,108.000,25.000,94.000
9265,122.000,154.000,97.000,23.000,108.000,0.000,0.000,0.000,108.000,29.000,94.000
9266,122.000,154.000,97.000,22.000,107.000,0.000,0.000,0.000,108.000,29.000,94.000
9267,123.000,155.000,98.000,23.000,107.000,0.000,0.000,0.000,108.000,29.000,94.000
9268,123.000,155.000,98.000,23.000,107.000,0.000,0.000,0.000,108.000,33.000,94.000
9269,123.000,155.000,98.000,23.000,107.000,0.000,0.000,0.000,108.000,33.000,94.000
9270,123.000,155.000,98.000,23.000,107.000,0.000,0.000,0.000,108.000,30.000,94.000
9271,122.000,155.000,97.000,23.000,108.000,0.000,0.000,0.000,106.000,30.000,94.000
9272,122.000,155.000,97.000,23.000,108.000,0.000,0.000,0.000,106.000,30.000,94.000
9273,122.000,155.000,97.000,22.000,108.000,0.000,0.000,0.000,106.000,29.000,94.000
9274,121.000,154.000,96.000,22.000,108.000,0.000,0.000,0.000,106.000,29.000,94.000
9275,121.000,153.000,95.000,22.000,108.000,0.000,0.000,0.000,106.000,29.000,94.000
9276,120.000,153.000,95.000,22.000,109.000,0.000,0.000,0.000,106.000,29.000,95.000
9277,120.000,153.000,95.000,22.000,109.000,0.000,0.000,0.000,106.000,29.000,95.000
9278,120.000,153.000,95.000,23.000,109.000,0.000,0.000,0.000,106.000,23.000,95.000
9279,119.000,152.000,94.000,22.000,109.000,0.000,0.000,0.000,99.000,23.000,95.000
9280,119.000,152.000,94.000,22.000,109.000,0.000,0.000,0.000,99.000,23.000,95.000
9281,119.000,151.000,93.000,22.000,109.000,0.000,0.000,0.000,99.000,23.000,95.000
9282,118.000,151.000,93.000,22.000,109.000,0.000,0.000,0.000,90.000,23.000,95.000
9283,118.000,151.000,93.000,22.000,109.000,0.000,0.000,0.000,83.000,23.000,94.000
9284,118.000,151.000,93.000,22.000,109.000,0.000,0.000,0.000,83.000,23.000,94.000
9285,118.000,151.000,93.000,22.000,109.000,0.000,0.000,0.000,83.000,18.000,94.000
9286,118.000,151.000,93.000,22.000,109.000,0.000,0.000,0.000,83.000,18.000,94.000
9287,119.000,151.000,93.000,23.000,109.000,0.000,0.000,0.000,83.000,18.000,94.000
9288,118.000,151.000,93.000,22.000,109.000,0.000,0.000,0.000,83.000,17.000,94.000
9289,118.000,151.000,93.000,23.000,109.000,0.000,0.000,0.000,83.000,17.000,94.000
9290,119.000,151.000,94.000,23.000,109.000,0.000,0.000,0.000,83.000,17.000,94.000
9291,119.000,152.000,94.000,23.000,108.000,0.000,0.000,0.000,83.000,17.000,94.000
9292,120.000,153.000,95.000,23.000,108.000,0.000,0.000,0.000,83.000,17.000,94.000
9293,121.000,154.000,96.000,23.000,108.000,0.000,0.000,0.000,83.000,17.000,94.000
9294,122.000,155.000,97.000,23.000,107.000,0.000,0.000,0.000,83.000,18.000,94.000
9295,122.000,155.000,97.000,23.000,106.000,0.000,0.000,0.000,83.000,18.000,94.000
9296,123.000,156.000,98.000,24.000,106.000,0.000,0.000,0.000,83.000,18.000,94.000
9297,123.000,156.000,98.000,23.000,106.000,0.000,0.000,0.000,83.000,18.000,94.000
9298,123.000,157.000,98.000,23.000,105.000,0.000,0.000,0.000,83.000,19.000,94.000
9299,124.000,157.000,99.000,24.000,105.000,0.000,0.000,0.000,83.000,19.000,94.000
9300,125.000,158.000,99.000,25.000,105.000,0.000,0.000,0.000,83.000,22.000,94.000
9301,125.000,158.000,99.000,24.000,105.000,0.000,0.000,0.000,83.000,22.000,94.000
9302,125.000,158.000,100.000,24.000,105.000,0.000,0.000,0.000,0.000,26.000,0.000
9303,125.000,158.000,99.000,23.000,105.000,0.000,0.000,0.000,0.000,26.000,0.000
9304,125.000,158.000,99.000,23.000,106.000,0.000,0.000,0.000,0.000,26.000,0.000
9305,125.000,158.000,99.000,23.000,106.000,0.000,0.000,0.000,0.000,27.000,0.000
9306,124.000,158.000,98.000,23.000,106.000,0.000,0.000,0.000,0.000,27.000,0.000
9307,124.000,157.000,98.000,24.000,106.000,0.000,0.000,0.000,0.000,27.000,0.000
9308,123.000,156.000,97.000,23.000,107.000,0.000,0.000,0.000,0.000,27.000,0.000
9309,122.000,156.000,96.000,23.000,107.000,0.000,0.000,0.000,0.000,27.000,0.000
9310,122.000,156.000,96.000,23.000,107.000,0.000,0.000,0.000,0.000,26.000,0.000
9311,122.000,156.000,96.000,23.000,108.000,0.000,0.000,0.000,0.000,26.000,0.000
9312,122.000,156.000,96.000,23.000,107.000,0.000,0.000,0.000,0.000,26.000,0.000
9313,121.000,156.000,96.000,23.000,107.000,0.000,0.000,0.000,0.000,26.000,0.000
9314,121.000,155.000,95.000,23.000,107.000,0.000,0.000,0.000,0.000,26.000,0.000
9315,121.000,155.000,95.000,23.000,106.000,0.000,0.000,0.000,0.000,26.000,0.000
9316,120.000,155.000,94.000,23.000,106.000,0.000,0.000,0.000,0.000,26.000,93.000
9317,119.000,154.000,93.000,23.000,105.000,0.000,0.000,0.000,81.000,25.000,93.000
9318,118.000,153.000,93.000,23.000,105.000,0.000,0.000,0.000,81.000,24.000,93.000
9319,118.000,152.000,92.000,23.000,105.000,0.000,0.000,0.000,81.000,23.000,93.000
9320,117.000,151.000,91.000,23.000,105.000,0.000,0.000,0.000,81.000,22.000,93.000
9321,117.000,151.000,91.000,23.000,105.000,0.000,0.000,0.000,81.000,21.000,93.000
9322,116.000,151.000,91.000,23.000,105.000,0.000,0.000,0.000,81.000,17.000,93.000
9323,115.000,150.000,90.000,23.000,105.000,0.000,0.000,0.000,81.000,17.000,92.000
9324,115.000,149.000,90.000,23.000,105.000,0.000,0.000,0.000,81.000,17.000,92.000
9325,115.000,149.000,89.000,23.000,105.000,0.000,0.000,0.000,81.000,17.000,93.000
9326,115.000,150.000,90.000,23.000,104.000,0.000,0.000,0.000,81.000,15.000,93.000
9327,116.000,150.000,90.000,23.000,103.000,0.000,0.000,0.000,81.000,15.000,93.000
9328,117.000,151.000,92.000,23.000,103.000,0.000,0.000,0.000,81.000,15.000,93.000
9329,118.000,153.000,93.000,24.000,102.000,0.000,0.000,0.000,81.000,15.000,93.000
9330,119.000,153.000,93.000,23.000,101.000,0.000,0.000,0.000,81.000,15.000,93.000
9331,120.000,154.000,94.000,24.000,101.000,0.000,0.000,0.000,81.000,15.000,93.000
9332,121.000,155.000,95.000,23.000,99.000,0.000,0.000,0.000,81.000,15.000,93.000
9333,122.000,156.000,96.000,23.000,99.000,0.000,0.000,0.000,81.000,15.000,93.000
9334,124.000,157.000,98.000,23.000,99.000,0.000,0.000,0.000,81.000,15.000,93.000
9335,125.000,159.000,100.000,23.000,97.000,0.000,0.000,0.000,81.000,16.000,93.000
9336,126.000,160.000,101.000,23.000,97.000,0.000,0.000,0.000,81.000,16.000,93.000
9337,127.000,160.000,101.000,24.000,97.000,0.000,0.000,0.000,81.000,16.000,93.000
9338,127.000,160.000,101.000,24.000,97.000,0.000,0.000,0.000,81.000,16.000,93.000
9339,127.000,161.000,101.000,24.000,97.000,0.000,0.000,0.000,81.000,16.000,93.000
9340,127.000,161.000,101.000,24.000,98.000,0.000,0.000,0.000,81.000,16.000,93.000
9341,127.000,161.000,101.000,24.000,100.000,0.000,0.000,0.000,81.000,24.000,93.000
9342,127.000,161.000,101.000,24.000,102.000,0.000,0.000,0.000,81.000,24.000,93.000
9343,127.000,160.000,101.000,23.000,103.000,0.000,0.000,0.000,81.000,24.000,94.000
9344,126.000,160.000,100.000,24.000,103.000,0.000,0.000,0.000,81.000,24.000,94.000
9345,125.000,159.000,99.000,24.000,103.000,0.000,0.000,0.000,81.000,25.000,94.000
9346,124.000,158.000,98.000,23.000,103.000,0.000,0.000,0.000,81.000,25.000,94.000
9347,123.000,156.000,97.000,23.000,104.000,0.000,0.000,0.000,81.000,25.000,94.000
9348,122.000,156.000,96.000,23.000,105.000,0.000,0.000,0.000,81.000,25.000,94.000
9349,122.000,155.000,96.000,23.000,105.000,0.000,0.000,0.000,81.000,25.000,94.000
9350,121.000,154.000,95.000,23.000,106.000,0.000,0.000,0.000,81.000,24.000,94.000
9351,120.000,153.000,94.000,23.000,106.000,0.000,0.000,0.000,81.000,24.000,94.000
9352,119.000,152.000,94.000,23.000,107.000,0.000,0.000,0.000,81.000,24.000,94.000
9353,119.000,152.000,93.000,23.000,108.000,0.000,0.000,0.000,81.000,24.000,95.000
9354,119.000,152.000,93.000,23.000,108.000,0.000,0.000,0.000,81.000,24.000,96.000
9355,119.000,151.000,93.000,23.000,108.000,0.000,0.000,0.000,81.000,24.000,96.000
9356,119.000,151.000,93.000,22.000,109.000,0.000,0.000,0.000,81.000,24.000,96.000
9357,118.000,151.000,93.000,22.000,109.000,0.000,0.000,0.000,81.000,24.000,96.000
9358,118.000,151.000,93.000,22.000,109.000,0.000,0.000,0.000,88.000,24.000,95.000
9359,118.000,151.000,92.000,23.000,109.000,0.000,0.000,0.000,96.000,17.000,95.000
9360,118.000,150.000,92.000,22.000,110.000,0.000,0.000,0.000,99.000,17.000,95.000
9361,118.000,150.000,92.000,22.000,110.000,0.000,0.000,0.000,114.000,17.000,96.000
9362,118.000,151.000,93.000,23.000,109.000,0.000,0.000,0.000,114.000,16.000,96.000
9363,119.000,151.000,93.000,23.000,109.000,0.000,0.000,0.000,114.000,16.000,96.000
9364,120.000,152.000,94.000,23.000,109.000,0.000,0.000,0.000,114.000,16.000,96.000
9365,121.000,154.000,96.000,23.000,108.000,0.000,0.000,0.000,114.000,16.000,96.000
9366,122.000,155.000,97.000,23.000,108.000,0.000,0.000,0.000,114.000,16.000,96.000
9367,123.000,156.000,98.000,23.000,107.000,0.000,0.000,0.000,114.000,16.000,96.000
9368,125.000,158.000,99.000,23.000,107.000,0.000,0.000,0.000,114.000,16.000,96.000
9369,126.000,159.000,100.000,23.000,107.000,0.000,0.000,0.000,114.000,17.000,96.000
9370,127.000,160.000,101.000,23.000,107.000,0.000,0.000,0.000,114.000,17.000,96.000
9371,128.000,162.000,103.000,23.000,106.000,0.000,0.000,0.000,114.000,18.000,96.000
9372,129.000,162.000,103.000,23.000,106.000,0.000,0.000,0.000,114.000,18.000,96.000
9373,130.000,164.000,104.000,23.000,106.000,0.000,0.000,0.000,114.000,20.000,96.000
9374,130.000,165.000,105.000,24.000,106.000,0.000,0.000,0.000,114.000,20.000,96.000
9375,130.000,165.000,104.000,23.000,106.000,0.000,0.000,0.000,114.000,30.000,96.000
9376,130.000,164.000,104.000,23.000,106.000,0.000,0.000,0.000,114.000,30.000,96.000
9377,129.000,164.000,103.000,23.000,106.000,0.000,0.000,0.000,114.000,32.000,96.000
9378,129.000,163.000,102.000,23.000,106.000,0.000,0.000,0.000,114.000,32.000,96.000
9379,128.000,163.000,102.000,23.000,106.000,0.000,0.000,0.000,116.000,31.000,97.000
9380,127.000,162.000,101.000,23.000,106.000,0.000,0.000,0.000,116.000,31.000,97.000
9381,126.000,161.000,100.000,23.000,107.000,0.000,0.000,0.000,115.000,31.000,97.000
9382,126.000,161.000,99.000,24.000,107.000,0.000,0.000,0.000,115.000,28.000,97.000
9383,125.000,160.000,99.000,23.000,108.000,0.000,0.000,0.000,115.000,28.000,98.000
9384,125.000,160.000,98.000,23.000,108.000,0.000,0.000,0.000,100.000,28.000,98.000
9385,125.000,160.000,98.000,23.000,108.000,0.000,0.000,0.000,100.000,28.000,99.000
9386,124.000,159.000,98.000,23.000,108.000,0.000,0.000,0.000,107.000,28.000,99.000
9387,124.000,159.000,97.000,23.000,108.000,0.000,0.000,0.000,107.000,28.000,99.000
9388,124.000,158.000,97.000,23.000,108.000,0.000,0.000,0.000,107.000,28.000,99.000
9389,123.000,158.000,96.000,23.000,109.000,0.000,0.000,0.000,108.000,27.000,99.000
9390,122.000,157.000,96.000,23.000,109.000,0.000,0.000,0.000,108.000,26.000,99.000
9391,122.000,157.000,95.000,23.000,109.000,0.000,0.000,0.000,109.000,25.000,99.000
9392,122.000,156.000,95.000,23.000,109.000,0.000,0.000,0.000,109.000,19.000,99.000
9393,120.000,155.000,94.000,22.000,109.000,0.000,0.000,0.000,109.000,19.000,99.000
9394,120.000,155.000,94.000,23.000,109.000,0.000,0.000,0.000,109.000,19.000,99.000
9395,119.000,154.000,93.000,22.000,109.000,0.000,0.000,0.000,109.000,18.000,99.000
9396,120.000,154.000,94.000,22.000,108.000,0.000,0.000,0.000,109.000,18.000,99.000
9397,121.000,155.000,94.000,23.000,108.000,0.000,0.000,0.000,109.000,18.000,99.000
9398,123.000,157.000,96.000,24.000,108.000,0.000,0.000,0.000,109.000,18.000,100.000
9399,124.000,159.000,98.000,24.000,107.000,0.000,0.000,0.000,109.000,17.000,100.000
9400,126.000,160.000,100.000,23.000,107.000,0.000,0.000,0.000,109.000,17.000,100.000
9401,127.000,161.000,100.000,23.000,106.000,0.000,0.000,0.000,109.000,17.000,100.000
9402,127.000,161.000,100.000,23.000,106.000,0.000,0.000,0.000,109.000,17.000,98.000
9403,127.000,162.000,101.000,23.000,106.000,0.000,0.000,0.000,109.000,17.000,95.000
9404,128.000,162.000,101.000,23.000,106.000,0.000,0.000,0.000,109.000,17.000,95.000
9405,128.000,163.000,101.000,23.000,106.000,0.000,0.000,0.000,109.000,17.000,95.000
9406,128.000,162.000,101.000,23.000,106.000,0.000,0.000,0.000,109.000,17.000,95.000
9407,128.000,163.000,101.000,23.000,106.000,0.000,0.000,0.000,107.000,17.000,95.000
9408,128.000,163.000,101.000,23.000,106.000,0.000,0.000,0.000,107.000,17.000,94.000
9409,128.000,163.000,101.000,23.000,106.000,0.000,0.000,0.000,106.000,17.000,94.000
9410,128.000,163.000,102.000,23.000,106.000,0.000,0.000,0.000,106.000,17.000,94.000
9411,128.000,163.000,102.000,23.000,106.000,0.000,0.000,0.000,106.000,17.000,95.000
9412,129.000,164.000,102.000,23.000,107.000,0.000,0.000,0.000,106.000,23.000,96.000
9413,128.000,164.000,102.000,23.000,107.000,0.000,0.000,0.000,106.000,23.000,96.000
9414,128.000,163.000,101.000,23.000,108.000,0.000,0.000,0.000,106.000,23.000,96.000
9415,127.000,163.000,101.000,23.000,107.000,0.000,0.000,0.000,106.000,23.000,96.000
9416,127.000,162.000,100.000,23.000,107.000,0.000,0.000,0.000,106.000,22.000,96.000
9417,127.000,162.000,100.000,24.000,108.000,0.000,0.000,0.000,106.000,21.000,96.000
9418,126.000,161.000,100.000,24.000,109.000,0.000,0.000,0.000,106.000,21.000,96.000
9419,126.000,160.000,99.000,24.000,109.000,0.000,0.000,0.000,106.000,21.000,96.000
9420,125.000,159.000,99.000,24.000,109.000,0.000,0.000,0.000,106.000,22.000,96.000
9421,124.000,158.000,98.000,23.000,109.000,0.000,0.000,0.000,106.000,22.000,96.000
9422,124.000,158.000,98.000,23.000,109.000,0.000,0.000,0.000,106.000,22.000,96.000
9423,124.000,158.000,98.000,23.000,109.000,0.000,0.000,0.000,106.000,21.000,96.000
9424,123.000,157.000,97.000,23.000,110.000,0.000,0.000,0.000,106.000,21.000,96.000
9425,123.000,157.000,97.000,22.000,109.000,0.000,0.000,0.000,106.000,21.000,96.000
9426,123.000,157.000,97.000,22.000,110.000,0.000,0.000,0.000,106.000,21.000,96.000
9427,123.000,157.000,97.000,23.000,110.000,0.000,0.000,0.000,106.000,21.000,96.000
9428,123.000,157.000,97.000,23.000,110.000,0.000,0.000,0.000,106.000,21.000,96.000
9429,123.000,157.000,97.000,23.000,109.000,0.000,0.000,0.000,0.000,18.000,0.000
9430,123.000,157.000,97.000,23.000,110.000,0.000,0.000,0.000,0.000,18.000,0.000
9431,123.000,157.000,97.000,23.000,110.000,0.000,0.000,0.000,0.000,18.000,0.000
9432,122.000,156.000,97.000,23.000,110.000,0.000,0.000,0.000,0.000,18.000,0.000
9433,122.000,156.000,96.000,23.000,109.000,0.000,0.000,0.000,0.000,18.000,100.000
9434,122.000,156.000,96.000,22.000,109.000,0.000,0.000,0.000,106.000,18.000,100.000
9435,123.000,156.000,96.000,22.000,109.000,0.000,0.000,0.000,106.000,18.000,100.000
9436,123.000,157.000,97.000,23.000,109.000,0.000,0.000,0.000,106.000,16.000,100.000
9437,123.000,157.000,97.000,22.000,109.000,0.000,0.000,0.000,106.000,16.000,100.000
9438,124.000,157.000,97.000,23.000,109.000,0.000,0.000,0.000,106.000,16.000,100.000
9439,124.000,158.000,98.000,23.000,109.000,0.000,0.000,0.000,106.000,16.000,100.000
9440,124.000,158.000,98.000,22.000,109.000,0.000,0.000,0.000,106.000,16.000,100.000
9441,123.000,157.000,97.000,22.000,109.000,0.000,0.000,0.000,106.000,16.000,100.000
9442,123.000,157.000,97.000,22.000,109.000,0.000,0.000,0.000,102.000,16.000,100.000
9443,123.000,157.000,97.000,23.000,109.000,0.000,0.000,0.000,102.000,16.000,100.000
9444,123.000,157.000,97.000,22.000,109.000,0.000,0.000,0.000,102.000,15.000,100.000
9445,123.000,157.000,97.000,22.000,109.000,0.000,0.000,0.000,102.000,15.000,100.000
9446,123.000,158.000,97.000,22.000,109.000,0.000,0.000,0.000,102.000,16.000,100.000
9447,124.000,158.000,97.000,23.000,109.000,0.000,0.000,0.000,102.000,16.000,100.000
9448,124.000,158.000,98.000,22.000,109.000,0.000,0.000,0.000,102.000,16.000,100.000
9449,124.000,158.000,98.000,22.000,109.000,0.000,0.000,0.000,102.000,16.000,100.000
9450,124.000,158.000,98.000,23.000,108.000,0.000,0.000,0.000,102.000,16.000,99.000
9451,124.000,159.000,98.000,22.000,108.000,0.000,0.000,0.000,101.000,15.000,99.000
9452,125.000,159.000,98.000,22.000,108.000,0.000,0.000,0.000,101.000,15.000,99.000
9453,125.000,159.000,98.000,23.000,107.000,0.000,0.000,0.000,107.000,15.000,99.000
9454,125.000,159.000,99.000,23.000,108.000,0.000,0.000,0.000,112.000,15.000,99.000
9455,125.000,160.000,99.000,23.000,108.000,0.000,0.000,0.000,112.000,15.000,99.000
9456,125.000,159.000,99.000,22.000,108.000,0.000,0.000,0.000,112.000,15.000,99.000
9457,125.000,159.000,99.000,23.000,108.000,0.000,0.000,0.000,112.000,15.000,99.000
9458,125.000,159.000,98.000,23.000,108.000,0.000,0.000,0.000,112.000,16.000,99.000
9459,125.000,159.000,98.000,23.000,108.000,0.000,0.000,0.000,112.000,16.000,99.000
9460,124.000,159.000,98.000,23.000,107.000,0.000,0.000,0.000,112.000,16.000,99.000
9461,124.000,159.000,98.000,23.000,107.000,0.000,0.000,0.000,112.000,16.000,100.000
9462,125.000,159.000,98.000,23.000,107.000,0.000,0.000,0.000,112.000,16.000,100.000
9463,125.000,159.000,99.000,24.000,107.000,0.000,0.000,0.000,112.000,18.000,100.000
9464,125.000,159.000,99.000,24.000,107.000,0.000,0.000,0.000,112.000,18.000,100.000
9465,125.000,159.000,99.000,24.000,107.000,0.000,0.000,0.000,112.000,18.000,100.000
9466,125.000,160.000,99.000,24.000,107.000,0.000,0.000,0.000,112.000,18.000,100.000
9467,125.000,159.000,99.000,24.000,107.000,0.000,0.000,0.000,112.000,20.000,100.000
9468,125.000,159.000,99.000,23.000,108.000,0.000,0.000,0.000,104.000,20.000,100.000
9469,124.000,159.000,98.000,23.000,108.000,0.000,0.000,0.000,104.000,20.000,100.000
9470,124.000,158.000,98.000,23.000,108.000,0.000,0.000,0.000,104.000,20.000,100.000
9471,124.000,158.000,98.000,23.000,108.000,0.000,0.000,0.000,104.000,20.000,100.000
9472,123.000,158.000,97.000,22.000,109.000,0.000,0.000,0.000,104.000,20.000,100.000
9473,124.000,158.000,97.000,22.000,109.000,0.000,0.000,0.000,104.000,20.000,100.000
9474,124.000,158.000,98.000,22.000,109.000,0.000,0.000,0.000,104.000,20.000,100.000
9475,124.000,158.000,98.000,22.000,109.000,0.000,0.000,0.000,104.000,20.000,100.000
9476,124.000,158.000,98.000,23.000,109.000,0.000,0.000,0.000,104.000,19.000,100.000
9477,124.000,159.000,98.000,23.000,109.000,0.000,0.000,0.000,104.000,18.000,100.000
9478,124.000,158.000,98.000,23.000,109.000,0.000,0.000,0.000,104.000,18.000,100.000
9479,123.000,157.000,97.000,23.000,110.000,0.000,0.000,0.000,104.000,18.000,100.000
9480,122.000,157.000,96.000,22.000,110.000,0.000,0.000,0.000,0.000,18.000,0.000
9481,122.000,156.000,96.000,22.000,110.000,0.000,0.000,0.000,0.000,18.000,0.000
9482,122.000,156.000,96.000,23.000,110.000,0.000,0.000,0.000,0.000,18.000,100.000
9483,122.000,156.000,95.000,22.000,110.000,0.000,0.000,0.000,102.000,17.000,100.000
9484,121.000,155.000,95.000,22.000,110.000,0.000,0.000,0.000,102.000,17.000,100.000
9485,121.000,155.000,95.000,22.000,110.000,0.000,0.000,0.000,102.000,17.000,100.000
9486,122.000,156.000,96.000,22.000,109.000,0.000,0.000,0.000,98.000,17.000,100.000
9487,122.000,156.000,96.000,23.000,109.000,0.000,0.000,0.000,98.000,17.000,100.000
9488,122.000,156.000,96.000,23.000,109.000,0.000,0.000,0.000,98.000,17.000,100.000
9489,122.000,156.000,96.000,23.000,109.000,0.000,0.000,0.000,98.000,17.000,100.000
9490,116.000,116.000,116.000,23.000,109.000,0.000,0.000,0.000,98.000,15.000,100.000
9491,117.000,117.000,117.000,23.000,109.000,0.000,0.000,0.000,98.000,15.000,100.000
9492,118.000,124.000,105.000,23.000,108.000,0.000,0.000,0.000,0.000,15.000,0.000
9493,119.000,126.000,107.000,23.000,108.000,0.000,0.000,0.000,0.000,15.000,0.000
9494,119.000,126.000,107.000,23.000,107.000,0.000,0.000,0.000,0.000,15.000,0.000
9495,119.000,127.000,108.000,23.000,107.000,0.000,0.000,0.000,0.000,16.000,0.000
9496,119.000,127.000,107.000,23.000,106.000,0.000,0.000,0.000,0.000,16.000,0.000
9497,119.000,128.000,107.000,23.000,106.000,0.000,0.000,0.000,0.000,16.000,0.000
